Level3	G6R1_MAIN_09MAY2016_LD1	G6R3_MAIN_09MAY2016_LD1	G6R1_NF_09MAY2016_LD1	G6R2_MAIN_09MAY2016_LD1	G6R4_NF_09MAY2016_LD1	G6R2_NF_09MAY2016_LD1	G6R4_MAIN_09MAY2016_LD1	G6R3_NF_09MAY2016_LD1	G6R1_MAIN_31MAY2016_LD1	G6R2_NF_31MAY2016_LD1	G6R3_MAIN_31MAY2016_LD1	G6R1_NF_31MAY2016_LD1	G6R4_MAIN_31MAY2016_LD1	G6R2_MAIN_31MAY2016_LD1	G6R4_NF_31MAY2016_LD1	G6R3_NF_31MAY2016_LD1	G6R3_NF_20JUN2016_LD1	G6R3_MAIN_20JUN2016_LD1	G6R4_NF_20JUN2016_LD1	G6R2_MAIN_20JUN2016_LD1	G6R4_MAIN_20JUN2016_LD1	G6R2_NF_20JUN2016_LD1	G6R1_MAIN_20JUN2016_LD1	G6R1_NF_20JUN2016_LD1	G6R2_NF_12JUL2016_LD1	G6R4_NF_12JUL2016_LD1	G6R4_MAIN_12JUL2016_LD1	G6R1_NF_12JUL2016_LD1	G6R1_MAIN_12JUL2016_LD1	G6R3_MAIN_12JUL2016_LD1	G6R3_NF_12JUL2016_LD1	G6R2_MAIN_12JUL2016_LD1	G6R1_MAIN_01AUG2016_LD1	G6R4_NF_01AUG2016_LD1	G6R2_NF_01AUG2016_LD1	G6R2_MAIN_01AUG2016_LD1	G6R4_MAIN_01AUG2016_LD1	G6R3_MAIN_01AUG2016_LD1	G6R1_NF_01AUG2016_LD1	G6R3_NF_01AUG2016_LD1	G6R1_MAIN_22AUG2016_LD1	G6R3_MAIN_22AUG2016_LD1	G6R3_NF_22AUG2016_LD1	G6R1_NF_22AUG2016_LD1	G6R2_NF_22AUG2016_LD1	G6R2_MAIN_22AUG2016_LD1	G6R4_MAIN_22AUG2016_LD1	G6R4_NF_22AUG2016_LD1	G6R2_MAIN_12SEP2016_LD1	G6R2_NF_12SEP2016_LD1	G6R1_MAIN_12SEP2016_LD1	G6R3_NF_12SEP2016_LD1	G6R4_MAIN_12SEP2016_LD1	G6R3_MAIN_12SEP2016_LD1	G6R1_NF_12SEP2016_LD1	G6R4_NF_12SEP2016_LD1	G6R3_NF_03OCT2016_LD1	G6R4_NF_03OCT2016_LD1	G6R4_MAIN_03OCT2016_LD1	G6R3_MAIN_03OCT2016_LD1	G6R1_MAIN_03OCT2016_LD1	G6R1_NF_03OCT2016_LD1	G6R2_NF_03OCT2016_LD1	G6R2_MAIN_03OCT2016_LD1	G6R4_MAIN_07NOV2016_LD1	G6R2_NF_07NOV2016_LD1	G6R1_MAIN_07NOV2016_LD1	G6R1_NF_07NOV2016_LD1	G6R3_MAIN_07NOV2016_LD1	G6R2_MAIN_07NOV2016_LD1	G6R4_NF_07NOV2016_LD1	G6R3_NF_07NOV2016_LD1
Betalain biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.39265429489907	0.0	0.0	0.0	16.36012598981627	0.0	0.0	0.0	15.702688990033732	15.69427538057795	14.788677211569958	16.45444533471477	0.0	16.220753763935065	17.6103706308764	15.54624698267679	0.0	0.0	16.362437222132222	0.0	0.0	0.0	0.0	14.419417523614516	16.454402317711843	15.798635776527885	0.0	0.0	0.0	15.023748365608352	15.013801841837088	0.0	15.561110197448935	18.455891713460296	15.177083712772369	16.801941054396526	16.233206823048246	15.714505419844391	17.13207968087062	0.0	16.380623101237322	16.84233876999899	18.286519299326397	16.456738031694105	18.291226371601173	16.17486636930006	0.0	16.93966832858908	17.572232555886085	17.12231504252106	0.0	0.0	17.37693221612566	16.736890100600622	17.116251256537076	17.10902580029905	16.668350093842147	16.15796436211781	16.806643826166237	16.727173340651806	16.80053247410446	16.494624923542155
Biosynthesis of secondary metabolites	18.387264714320594	21.106353707228855	23.643210917743637	20.706451468371828	20.6815938975766	19.657824784469376	18.030569530565725	22.11195428646655	18.78571699390643	20.12470252551692	18.39686302054139	19.52594268206406	18.56430503179503	19.853703814353413	17.898911627241496	18.46241896301218	17.569099720049458	18.13327017583356	16.64041635119772	17.362839354604006	16.32423698848541	16.989996749759133	18.09825387980284	19.036584687995514	18.942825874647312	16.985124445500478	17.491930857885382	18.567477412285943	18.575782179550014	18.409638851513797	17.156740550378448	18.791200540446486	16.37127920685194	15.3009171588856	16.179878624994885	15.952169462771922	15.925070281974472	16.1121467081618	16.531124638697307	14.848518518732108	15.496222137339924	15.896389658355748	15.252864051651237	15.640910996640397	15.469851090385124	15.395423332971939	15.363225488131164	15.633642267779031	15.496688056637614	15.763146464323238	15.22019440362715	15.44714707506313	15.07394220548159	15.234929560864535	15.371202996655937	15.44052140578342	15.928786508600275	14.814402841729203	15.088577614256257	15.715071639314477	15.926198800316937	15.72866141975463	15.500374134822856	15.28765355823012	14.548690583266021	14.41784177195008	14.665438904185635	14.739936901415975	14.505299578608875	14.47780709275198	14.502143757850464	14.544332176143344
Biosynthesis of siderophore group nonribosomal peptides	0.0	0.0	0.0	0.0	0.0	20.311559742745157	20.140195554742817	0.0	0.0	0.0	18.225009754136767	0.0	17.095168545884427	0.0	17.191132644261216	19.136146861886537	19.795948999277176	19.68492195452587	14.881406045462375	15.134957897384371	14.827272145547925	15.212421339637421	0.0	0.0	19.029511556497706	15.33400046682204	16.635108040932476	16.446230107902498	0.0	0.0	15.23963157665101	20.25050585192494	15.727368221364515	13.883713047816162	15.04497676396484	15.038247059777799	15.235316050211598	15.44979098037303	17.315749247879747	14.487549553239912	15.46535121762516	16.194983564632334	15.753145880578014	15.707257647443567	15.254294984292867	15.936930279207335	15.2216443963385	15.471365564751824	15.39351554094416	16.87108129490807	15.606700952878674	15.308021085402983	15.264021532830801	15.150242902254059	16.055927823767043	15.4838800727605	16.563906799213143	14.838545128163986	15.601593910847948	15.8355953438978	15.749571260118477	17.34283929955106	15.656394929105979	15.345159702536991	15.452341973075411	14.857316562175262	15.487650934529077	15.55557300695603	15.748014930241371	15.391262727598185	15.506370450284182	15.341413032263189
Biosynthesis of vancomycin group antibiotics	0.0	0.0	0.0	0.0	0.0	19.309164168145706	0.0	0.0	0.0	0.0	18.473175701418796	18.54940912498687	0.0	0.0	0.0	20.78101094684855	18.841210890646842	0.0	17.067018358071763	17.684528282935883	17.106626174115185	17.164904072278166	17.93299666606667	0.0	0.0	17.25712948720251	17.30934459224073	17.810698897966095	18.794041197264217	0.0	18.74414939131324	20.83326932672203	16.56865224219432	16.537385243816544	17.44253628706489	16.14816120329755	15.950280465112783	16.893682131989408	16.73318435792563	15.369788174645297	15.55617312919501	16.361229928567926	15.374919765117095	15.855775288907637	15.448695915623322	15.666431596862376	15.664244010628284	15.624021916378128	15.539220823724264	15.489993675586119	15.5422726308739	15.667335985061328	15.269924769042818	15.351220627995682	15.418210217590373	15.715467598735168	15.995406165423246	14.731627558792189	15.19598348578919	15.87407246711079	15.985450118954843	15.672410200539113	15.687225518233396	15.363869266903729	14.597263323473186	14.71734307947102	14.922595125375075	15.084977885703161	14.920226636017551	14.666922802248068	14.817207346856106	14.811745564012838
Biotin metabolism	17.972345290607798	20.363361003732297	0.0	0.0	19.34343650601769	19.575530608889462	16.660341956357584	0.0	20.571578307703273	20.26633779505979	18.866167831987024	19.899139060176445	17.60213234319142	19.775203655274268	18.999060054158683	17.912205364914158	17.703360023200336	18.824017412631104	16.591684867592814	18.035203171689567	16.372909033737656	17.494959725511496	18.827486770531134	19.59495625085657	20.101600077481145	16.91536136593844	17.894331259883693	18.699065551803237	18.367607599174885	19.38133536465675	17.145486060362167	18.857920334214292	16.632734243811115	15.728604960979114	16.584400075259868	16.359549290205727	15.797483977714165	16.682888879519293	17.581798840612173	15.162523614084982	15.684106276844663	16.167627125494317	15.37059191708166	15.549479100294047	15.565545058667002	15.311164652004578	15.414256848520845	15.816320991952308	15.564858928375683	15.905778009810318	15.584189364768418	15.505981277855595	15.314819083846354	15.164645160317548	15.402895365878917	15.712791829443775	16.193727939276737	15.069179821318677	15.204673881629517	15.899405109115195	16.15729981333842	15.84426488550635	15.63681286154858	15.596062551292999	14.695829791923076	14.35121743022573	14.821390918230742	14.881280139544955	14.369747635409519	14.39583747268656	14.31545063975281	14.459799293148487
Bisphenol degradation	0.0	0.0	0.0	0.0	0.0	17.651626791858178	17.255094415793433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.467675677477434	0.0	19.814917446100075	18.15514894084253	18.90748331609125	17.546185868473483	0.0	0.0	0.0	0.0	18.157650088657967	0.0	0.0	0.0	0.0	17.97226711781825	18.736639256847226	0.0	17.419160444161296	17.945148976107525	0.0	16.45070895079217	0.0	16.971128750425457	19.272096215818042	16.813914771787154	16.432687849881464	16.46270386713193	16.812810638419872	15.982792020861387	15.677204921340962	16.216762856421727	16.150233774919677	16.748614182076953	17.34796971011223	16.477060523115277	16.37599003845768	15.951847256589827	15.841583124219383	16.697685659737527	16.626507928636535	16.85633297549727	15.641037781454713	15.809781200432692	16.952086294061843	17.079872551130276	16.518790065458603	16.36474815959898	15.703821011292563	15.154412992583538	14.750142414396256	15.621746499950195	15.534452698918205	14.927951996960623	15.039553626613735	14.807629546817848	14.839349086565687
Butanoate metabolism	19.57295551026627	21.593545682045683	0.0	21.84850809675124	0.0	19.704175345754457	18.63147397442556	21.279077350174962	17.72107347136149	20.922607909083872	19.236792566078186	19.88524404836993	18.894043218994582	22.317541195275545	18.537440088003702	19.4242042875983	17.470698422391585	18.053028410073054	17.12055444095874	18.368662314878627	16.0893228971166	16.89057178608194	17.438734376639786	18.9579115425134	20.140939914721805	17.506948028166917	18.527180004392456	19.19898955474989	18.408322739903895	20.048591906040343	17.814773039931218	19.479607338038054	16.32819582885448	15.28074929921546	16.35668598755214	16.248354711521042	16.206910212912888	15.628950723779077	16.490938413128944	14.609227088931638	15.865546025238546	16.218210801083497	15.41744335163584	16.0027183212552	15.778706711611752	15.878507135279227	15.851530044849925	15.864753579248086	15.761354185612197	15.812190784750642	15.68631185905847	15.703443364601581	15.394904918155428	15.563137139535348	15.556473556639283	15.670344271937777	15.891579346394417	15.09438430942732	15.397515323290978	15.883291828417267	16.32873839571611	15.841965055796694	15.695573168419072	15.42706766390743	14.798311382151182	14.724688406568612	14.908998615505983	14.984372045222363	14.852453021861756	14.80380874348876	14.831773856141531	14.916453535989442
C5-Branched dibasic acid metabolism	17.425737810787606	0.0	21.758137496868564	0.0	20.4784308487468	20.373612812339925	19.519800547645037	0.0	21.507598936956125	18.505327456307413	19.166709971849855	20.681382337687296	19.364836438444442	20.501154475423654	18.499111684356475	18.439937988743516	17.313369271131364	18.68516026938559	16.894264832440264	17.51404370666991	15.797580481579026	17.593040500434302	17.994585470292073	18.26915954568865	19.41135728350223	17.14428456940875	17.047478023080103	18.13627839642739	17.475278734964867	18.831376693862275	17.38715165110352	18.66310135383676	16.165484257917537	15.31038641144202	15.628553234329972	15.865319279523836	15.931320519086542	16.454194253018155	16.50177685733416	15.050335177099369	15.449568349471626	15.28201818365834	14.953611148079943	15.25150481483033	15.364570451775045	15.036672965938758	14.982864324925051	15.179847270010852	14.955343404334085	15.048580572544827	15.00046465507976	14.931677616904105	14.701305289387411	14.807052087874377	14.960879997944696	14.931427274508914	15.574184090122897	14.366773941214072	14.610906264145553	15.357765093396754	15.77761004801725	15.278292796291153	15.256282748473634	15.211281339659113	14.048753394749653	14.10212354695316	14.253481694991473	14.367522243986002	14.219335100499316	14.057306670888524	14.14284379649709	14.237437244656793
Carbon fixation in photosynthetic organisms	18.070845214362084	20.115127018831473	0.0	21.81228896634418	19.65843341141039	20.196881562191116	18.478072519729814	0.0	18.912690983169703	19.804902311439225	18.731053135621107	19.62400291347238	18.118292867108313	20.02975999694624	18.066344938945996	18.192082158983695	17.166458776232325	18.01544571119812	16.853007242814073	17.591632340183633	16.37510382112322	17.326993125087686	18.49703754007626	18.977770360006097	19.41687406722753	17.340184748694263	17.467882590900373	18.330527626966834	17.779050308266733	19.248207701377215	17.32470377236888	18.73700564893031	16.238242895138047	15.34252390765031	16.04392512142972	15.696851773092643	15.599102884092895	16.21405527506829	16.609957397274258	14.860524046183725	15.117038078791062	15.36610731184372	14.776794216057972	15.17286881259584	15.091637288789896	14.94317367075557	15.015346330052896	15.296360356514494	15.07771818615135	15.36170706321954	14.985123690269033	14.940868834072099	14.799513934200476	14.762693626429837	14.89538846486071	15.188080824260844	15.646235637333302	14.64936934827814	14.906290822426891	15.25030056195927	15.742419961995113	15.346554246285741	15.213010227188262	15.01755320823835	14.343029046377252	14.128483948092127	14.36416479770679	14.46336748037953	14.295659104198252	14.224061204548137	14.232463435329013	14.170507572969987
Carbon fixation pathways in prokaryotes	18.117441584741297	0.0	22.92820874951882	21.34524984845262	20.569656040540256	19.59920700690914	17.940733912750748	21.614059014514122	19.169763079352336	19.054601031218667	18.731414707708602	20.621023577122042	18.45202987589724	20.319292232572558	17.989515316284955	18.447009058224157	17.349601881033934	17.822118873099097	16.484950327574282	17.20588967862979	16.07974418778235	17.178517705485987	18.057304689346605	18.303307905626536	18.817394282831668	17.042933252131668	17.182381168385504	18.584645698733368	17.69683442249654	18.556774440788736	17.259200230693413	18.571727354325372	16.150850352053222	15.282769694451634	15.90401528501827	15.665292634288441	15.703581668013172	16.260321077034373	16.173648297234894	14.85467386658049	15.317222675050415	15.352550500690542	14.911989508175065	15.341331796256119	15.165085503211136	15.105546283901447	15.076963022474997	15.291397719622633	15.197274967069953	15.427920008326815	14.965826842895096	15.072710445800567	14.822558426109671	14.871938076291219	15.049748240720467	15.187076988395006	15.697104477812177	14.570590561643279	14.837867687990364	15.320239375659167	15.700579609375625	15.328785619755434	15.202876652555215	15.06058658331459	14.321375579861453	14.195920474184472	14.389055862114525	14.426905613256233	14.297849269037663	14.261757751301653	14.256653485230737	14.259462036967331
Carotenoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.374850260209595	19.534113120068834	0.0	0.0	19.66693757420835	0.0	18.29738620024761	18.879104045553213	17.10940339468916	18.388307564823595	17.108823751821348	18.23506085887196	18.793473951737838	18.391033930026797	20.512914897216838	18.43171809438743	17.917682257962987	20.171378171785285	19.47382001887752	18.540231292585133	18.007802513477248	0.0	17.10004367691895	15.878759967951352	16.668844523039215	16.451949506823393	15.594444503999483	16.703658425667363	17.01890593216986	15.220489004580681	15.469062873653199	15.661916866820802	15.131253361887513	15.677999911810913	15.303274247235066	14.85278236593475	15.034921232088411	15.405228706295778	15.188742985084977	15.363037298695359	14.983425097127517	14.923251042893257	14.750520112191985	14.779117559506064	14.968448101630194	14.982863595665602	15.650048548568522	14.269677811697436	14.684946726620959	15.568643517578185	15.308879705511348	15.420009225812667	15.080967896771648	14.956245973581705	14.261391756568887	13.96128588686498	14.455643385594847	14.353161972449755	14.292497806635216	14.01727869251961	14.166638893237652	14.022479184773738
Cell cycle - yeast	16.990670377735462	0.0	0.0	0.0	0.0	19.317898083766632	18.66638987841363	0.0	21.249462609778497	0.0	18.86944204277771	19.081169589190075	19.91433026570204	0.0	18.931204860129892	18.942517006989203	19.751810274031854	17.319236538261183	16.87044566070441	18.537200696647158	17.336603099359838	17.15314250971943	0.0	19.32438754200087	18.885124013115522	17.12975674493527	17.332781771612204	18.280979192117922	18.647597577799527	0.0	16.73456396621624	0.0	16.78673679886302	15.757612205850679	16.607130820354396	15.876373654605793	16.135629715148063	16.78071106964097	17.18055306484008	15.402682797126747	15.996041679366677	15.861927110038376	15.578935655081576	16.09409035529494	15.440155216053526	15.513552779165675	15.289337002476335	15.837735507270036	15.363092630141038	15.759537656267858	15.123835343889358	15.4733681258883	14.932550551372984	15.077017638698512	15.416029450733	15.573128524332287	16.146899109486302	14.762969338543147	14.98991667007082	15.676848660216901	15.708561403751993	15.904000912302457	15.531018570614817	15.211029198054275	14.681501524641925	14.36605106990447	14.593007614535404	14.640590893631057	14.425500928403967	14.395596363768915	14.383532246561613	14.42214310346864
Chloroalkane and chloroalkene degradation	20.42876029167552	21.366637904065314	0.0	0.0	21.52659322876888	19.511520347979754	18.709078957521037	0.0	19.818951422930727	0.0	19.115080729338597	19.981385599593757	21.896073625907857	0.0	19.91271792522629	19.354881783998138	18.236365093751346	19.778024800650403	17.225517223380084	18.901517190446288	16.96693081936234	17.98124223493506	20.513572058652215	19.935148431208887	20.169988693426145	17.54548170055539	18.084717854045113	20.506032440219165	18.616660420462704	18.778831845857656	17.37575951768143	19.384913810534428	15.955946706903074	15.356740352713276	15.86189809124937	16.033004561542008	15.459306339459765	16.783977827020728	16.758105067335713	14.970019924692991	15.285287410559096	15.647789820472246	14.988974048559825	15.839897829731097	15.650698528887633	15.267188873926075	15.174902228122882	15.265649590554787	15.434636559318518	15.391770280218214	15.153678331837323	15.195110154430733	14.784869212890074	14.87375104569049	15.098379666485062	15.326471874752219	16.042100828910886	14.74891157888565	15.205532288170486	15.682695397215726	15.868215352971323	15.807308809738034	15.564658307444592	15.64865439997729	14.42840739879878	14.166891581482828	14.642739126382981	14.581500223678885	14.341079532605029	14.323842088737864	14.280167002715787	14.233525876284622
Chlorocyclohexane and chlorobenzene degradation	22.15849517050834	0.0	0.0	0.0	0.0	18.482679658219404	19.569050378589946	0.0	0.0	0.0	19.248021661260626	20.893784448092696	18.597664166066508	0.0	18.414768905501344	23.82175795297092	17.80205453138293	18.199981697282706	17.533684458337284	18.831606195660257	16.83241714762686	17.027971510044207	17.113421487209415	19.862192131343626	22.565653377988333	17.638610011755187	17.584177328840013	21.023987327067513	19.23728350985007	21.29770779265103	17.528445537758564	18.461527712064715	17.278580304308463	15.505779094149167	16.437642629323854	16.96894402801153	16.364498640510458	16.1313516532044	17.058102875586858	14.23887047367494	16.17991815238214	16.143908508830656	15.510625992803423	16.160917699618018	15.848530781461179	16.213888475957134	16.15437994789838	16.348712299923186	16.03521871646843	16.59916198461809	15.962069291589437	15.904511476887661	15.613724451714118	15.546326512105562	16.055113069428774	16.383283887490368	16.59571433914116	15.226254607099639	15.511830422611435	16.671556085041527	16.228736745706833	16.09523670105418	16.144162310463926	15.64348229026975	15.03433982425368	14.846089745357101	15.166015517569416	15.30599992348297	14.968896903382536	15.060026456348183	15.042874702636986	15.072945799994416
Citrate cycle (TCA cycle)	17.317237891886037	20.25250204851862	22.45128467742851	21.74470092308147	19.699823524441896	19.894527129768697	18.10867562911732	21.49547021438211	17.41466701454262	19.188220618931474	17.793927110601533	18.823084432038666	18.59604124602903	19.355545745352437	18.096838021842405	18.29497442626014	17.11603325973847	17.658492316451916	16.33775996311943	17.181056016176164	16.14951324526569	16.137197885406906	17.046631401999633	18.586566471938433	18.830140434175735	16.900990501839942	17.214183786551224	18.352546819364672	17.98326408767905	18.425972159892925	17.016345474425933	18.56649043260404	15.953256589740514	14.880208789813064	15.76096064555812	15.554547959134858	15.840282379320211	15.130761550459274	16.140614977032204	14.150199075347118	15.151757293708425	15.551503358673983	14.763707625474698	15.180078150199252	15.117116374647956	15.209849148336877	15.18321640557545	15.373855209485011	15.275959668605546	15.570546203128059	14.93909472434076	15.212540956373283	14.88246180214457	14.961298142855965	15.057837104773292	15.215225284736627	15.615544051658437	14.670055324062325	14.895431945624509	15.383687023135652	15.68352938948026	15.341660580043373	15.292482911069804	15.028774943386146	14.358574458855204	14.33402019354391	14.432903185013641	14.47676129693515	14.353954811559708	14.351108621984691	14.389349551352682	14.439545919930268
Cyanoamino acid metabolism	18.256485946688922	0.0	20.74215863437542	0.0	19.60979776917986	19.29750746222843	16.27954647753897	0.0	21.25816186981537	19.417373837387075	16.526082925023033	19.73598576832063	19.72800025214109	0.0	18.212299242949474	19.158380357570277	17.23378648516507	18.73326858771131	16.645189118969164	18.44718397484399	16.724372434568114	17.693651798696195	18.806963614063644	19.40113319373724	19.76076100606514	16.158827281161003	18.27835754781453	18.931371016780787	18.233638378508903	18.46330763280135	15.096061104719977	18.779704261013915	16.672400059863257	15.7849482167113	16.606213774613867	16.423852521765713	15.436255144021223	16.89703734787923	16.85704916480836	15.356764191027908	15.842818154990974	15.711265133130016	15.528934397059405	15.912701756859033	15.911519242814906	15.497823850189933	15.558741544653303	15.70061347169748	15.782693704910775	15.810764613664269	15.697998289070766	15.569073816772754	15.238428034376117	15.45432768654895	15.39828591205944	15.392841333865313	16.02222858966339	15.188653162670128	15.440416034229402	15.938020733631541	16.1241898305709	15.768252419700147	15.780441128402028	15.413904021300546	14.131444796895924	13.848595982198674	14.388251476453775	14.497348421076602	13.387258435860286	13.847125751045676	13.510804165568732	14.361354579249344
Cysteine and methionine metabolism	18.43672263247172	20.605713291338187	0.0	22.264194083768185	20.82784534861406	19.521456020440105	17.668871421478713	21.274924953311366	18.468724067408658	19.66442653655711	20.24294307042993	20.108416491036863	17.593298598778507	19.85743793563578	17.537857102146727	18.803002095921006	17.739448982503077	17.370007707944723	16.087483091649187	16.775126945051323	15.786822332969642	17.12759342744763	18.633851560004203	18.681197648111432	18.361791465378253	16.7890186121562	17.22773027087576	18.369142642365453	18.58617223033222	17.55569230164194	16.591369501261067	19.19106155630154	15.940521909773999	15.02099628303225	15.7160980800569	15.7249250409376	15.719131998113268	16.25866468427769	16.42366364831095	15.024724750841106	15.364658708191536	15.802180919653981	15.178194725489806	15.530076354201404	15.421479045644253	15.373728700371238	15.262849197796898	15.481566484454076	15.532613195018863	15.668643635954494	15.272205541142126	15.447274967286639	15.065446145717832	15.117489263500142	15.450874957899936	15.414292642812716	15.931176961075321	14.996388485223935	15.163401693536144	15.812146019162892	15.976279630495684	15.783414600281551	15.424623938354086	15.221554351859723	14.654718929184462	14.46303726849103	14.67236760684904	14.774844140333208	14.53169280068765	14.518445348447854	14.512583443065603	14.516621247314022
D-Alanine metabolism	0.0	0.0	0.0	0.0	0.0	19.476094393263384	18.99075574941165	0.0	0.0	0.0	0.0	0.0	21.34088905081324	18.550644547220593	17.9838333059102	19.003225187066313	17.842189589087596	0.0	17.10699597468708	18.574440631369797	16.768453765634384	17.87354446802861	19.430734983631073	0.0	23.230530529029398	17.89165896886676	18.66898814187604	18.853965748003393	20.194090589744004	18.770724391363956	17.498671079847888	19.178785344549876	17.310632771413193	15.862099166374117	17.064219847987975	16.59613302721086	16.257818871625854	16.587605890460832	17.091260043152957	15.534168419281803	15.781682574142977	16.137728137856833	15.798948617713162	15.886047828738949	15.729524709127686	15.429468621394358	15.466066333522088	15.77289564181692	15.525387667204328	15.65873537465462	15.329447964316074	15.394990526888458	15.342325103609724	15.505034539715759	15.422680110026777	15.85672117394681	15.979542842066264	15.106190814884048	15.373808180394622	15.816047265936596	16.2136422911039	15.835735792059147	15.713782650173913	15.459996382590866	14.645735019585063	14.203778848239521	14.660055943197039	14.917441935699348	14.567753917104383	14.410155863392278	14.412716402163092	14.47150383265292
D-Glutamine and D-glutamate metabolism	0.0	0.0	0.0	0.0	0.0	19.7778363241278	17.857700372745427	0.0	20.125200912106024	18.81442847894153	18.622500314513278	18.833094154202428	18.903041523778796	19.808759566218384	19.08871974009486	17.48290260121935	17.083087357185427	17.567156571272005	16.984747867608053	17.527959778586116	16.54063143389237	18.047051343681087	18.663329674366636	19.122679794912894	19.409453579576553	17.113759625491788	18.32140388888543	18.335251882984096	18.621830794496994	17.778667559600787	17.23635451590748	18.31804897446038	16.19916015030545	15.169688900090364	16.0694453336583	16.096888593335855	16.146816100338867	16.242672335743713	16.324225984909774	14.81764517391008	15.438278337063974	16.277328716461366	15.421931940988895	15.621724182968595	15.409185318202862	15.619720324678797	15.405153407969301	15.689128451456087	15.794953477680808	15.750348642504472	15.597208219674988	15.576396302626783	15.42452209050518	15.3894015850983	15.458092701502018	15.502137659691092	15.986182872448733	15.054477744141133	15.305673310283776	15.68205950494822	16.204783109502284	15.979723334341221	15.869175038299238	15.595935405675498	14.874613370496382	14.60604468772264	14.827995865426212	14.926319150819891	14.736312017922037	14.749661740582223	14.76961224380495	14.698307906190118
DNA replication	0.0	0.0	0.0	0.0	0.0	0.0	18.895701495064177	0.0	0.0	0.0	18.103453934684516	18.068784881138527	0.0	0.0	18.913084438609086	0.0	17.402640943882748	17.896531128015685	16.774188647387856	17.826504390542492	17.012080802925368	17.568355684981814	17.7519203099595	18.05496829913127	18.79332084725214	17.019131201596227	17.519067749174454	17.0732307849128	19.014780887072057	0.0	16.07778294750698	18.712410602593454	16.20379739835411	15.47558555187075	15.97565417631015	15.724184418444084	16.057986901476543	15.65646689738104	16.909470273697522	14.94957374277512	15.969030004060125	16.05494000240174	15.257930497278892	15.5119001875893	15.260039029387427	15.334112672770413	15.204349464243206	15.637662902308788	15.681353118724967	15.643636755587453	15.438177118105795	15.402738920590311	15.205427273043247	15.428503310381135	15.37201102536554	15.542395878094775	16.05119196277341	15.253154999750487	15.473235497273167	15.567716702160444	17.068753121263015	16.25603190677357	15.406669324324353	15.423662847580369	15.079288508631546	14.41759842234497	14.967389968151599	14.971935328690025	14.810204383225685	14.978686685552422	14.881354168406732	14.728207418914849
Dioxin degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.322011374747778	0.0	0.0	18.41019964340579	0.0	0.0	0.0	18.195501029514983	0.0	18.497327303679615	19.290003160336152	19.531827423393825	19.32874516808387	18.320504843026505	16.294750668610313	0.0	0.0	19.28849214372511	18.683379631150423	0.0	0.0	0.0	0.0	0.0	18.546345500807394	15.196998999465556	17.95718374080386	17.485693641317326	16.361660677213195	16.433454533372778	17.590480290268232	14.700680365320162	15.938365319213162	16.577523474284725	15.797520628454862	16.93942019627169	16.037335293412127	16.493537946235335	16.404432191900263	15.765510062201056	15.853434320631647	15.622038413984747	15.065298753061189	15.165438546549062	14.714764540676766	15.336660778822162	15.69562621921901	15.46360628105337	15.632367637897458	14.013164600170755	14.702931041608052	15.782562584778244	14.998684830427978	15.23094863183757	14.981521858148577	14.708056365825342	14.328299982412444	14.460368009657053	14.546549954138449	14.250000388637298	14.266875951984241	14.194408808397215	14.450758784924236	14.564556855882612
Drug metabolism - other enzymes	17.09226075347141	0.0	0.0	0.0	0.0	19.843464798357026	17.889699175720875	0.0	19.208931864261036	21.44482701932287	18.337638595805036	19.729008213711943	19.178839141140198	19.32849074071188	18.26380888136247	18.36171523699546	17.51910121685662	17.723493529798816	16.64864140684445	17.657212970998554	16.053955647077583	16.608052719663654	18.7808208960005	19.308910474183204	19.809155020393565	17.169153263894557	17.811036199841944	18.022127836907913	18.81150439364766	19.274549624413734	16.482791303065458	18.094567808695153	16.449956853517854	15.327424344401729	16.268574382840182	16.19086705544153	16.17181041065531	15.712718244897149	17.03261960806382	14.821740181037798	15.687029400591545	16.083810635240884	15.645947887306457	15.761584233889916	15.68067799259142	15.67305998523305	15.626170741258802	15.941586160128134	15.71127468048756	15.783052325137508	15.443438004528804	15.538745034687361	15.338630661123627	15.375720149734178	15.452781270220926	15.75176959568163	16.104865942050605	15.250805779270765	15.387105550959154	15.850473913109717	16.085203629917665	15.700556939760979	15.808522498583951	15.38461447600459	14.729692806539704	14.542594250418214	14.907070233839914	14.870319336198996	14.597559731570371	14.725725120077948	14.569702159612826	14.613788981341663
