Level3	G5R2_MAIN_09MAY2016_LD1	G5R4_NF_09MAY2016_LD1	G5R1_NF_09MAY2016_LD1	G5R2_NF_09MAY2016_LD1	G5R4_MAIN_09MAY2016_LD1	G5R1_MAIN_09MAY2016_LD1	G5R3_NF_09MAY2016_LD1	G5R3_MAIN_09MAY2016_LD1	G5R1_MAIN_31MAY2016_LD1	G5R4_MAIN_31MAY2016_LD1	G5R4_NF_31MAY2016_LD1	G5R2_MAIN_31MAY2016_LD1	G5R1_NF_31MAY2016_LD1	G5R2_NF_31MAY2016_LD1	G5R3_NF_31MAY2016_LD1	G5R3_MAIN_31MAY2016_LD1	G5R4_NF_20JUN2016_LD1	G5R4_MAIN_20JUN2016_LD1	G5R3_NF_20JUN2016_LD1	G5R1_MAIN_20JUN2016_LD1	G5R3_MAIN_20JUN2016_LD1	G5R2_NF_20JUN2016_LD1	G5R2_MAIN_20JUN2016_LD1	G5R1_NF_20JUN2016_LD1	G5R4_NF_12JUL2016_LD1	G5R2_NF_12JUL2016_LD1	G5R2_MAIN_12JUL2016_LD1	G5R1_MAIN_12JUL2016_LD1	G5R4_MAIN_12JUL2016_LD1	G5R3_NF_12JUL2016_LD1	G5R1_NF_12JUL2016_LD1	G5R3_MAIN_12JUL2016_LD1	G5R3_NF_01AUG2016_LD1	G5R4_NF_01AUG2016_LD1	G5R2_MAIN_01AUG2016_LD1	G5R1_MAIN_01AUG2016_LD1	G5R2_NF_01AUG2016_LD1	G5R4_MAIN_01AUG2016_LD1	G5R1_NF_01AUG2016_LD1	G5R3_MAIN_01AUG2016_LD1	G5R3_MAIN_22AUG2016_LD1	G5R1_NF_22AUG2016_LD1	G5R2_NF_22AUG2016_LD1	G5R4_NF_22AUG2016_LD1	G5R2_MAIN_22AUG2016_LD1	G5R1_MAIN_22AUG2016_LD1	G5R3_NF_22AUG2016_LD1	G5R4_MAIN_22AUG2016_LD1	G5R2_NF_12SEP2016_LD1	G5R2_MAIN_12SEP2016_LD1	G5R1_MAIN_12SEP2016_LD1	G5R4_NF_12SEP2016_LD1	G5R1_NF_12SEP2016_LD1	G5R3_MAIN_12SEP2016_LD1	G5R3_NF_12SEP2016_LD1	G5R4_MAIN_12SEP2016_LD1	G5R1_MAIN_03OCT2016_LD1	G5R2_NF_03OCT2016_LD1	G5R2_MAIN_03OCT2016_LD1	G5R4_MAIN_03OCT2016_LD1	G5R3_MAIN_03OCT2016_LD1	G5R1_NF_03OCT2016_LD1	G5R3_NF_03OCT2016_LD1	G5R4_NF_03OCT2016_LD1
Citrate cycle (TCA cycle)	18.756833900581622	19.487316489808	20.78912282949682	21.3285645796761	20.284966977104343	20.361985730482658	19.306943538536885	21.609073373680825	20.24495422931989	21.522203489953117	21.242813599507326	20.94060510047446	19.516678012997662	20.846359151168688	0.0	21.522595873059352	19.191023422199265	19.31940597192275	17.850289751286056	18.254193275748836	20.08155085191797	19.63784683046891	19.238890021638923	17.899055090148607	18.995925167766597	18.17897673750721	17.770840904379508	18.76779621738538	18.543516062179403	17.89750184079146	17.533916701958262	17.587936183177217	16.611122385556644	17.099668925517943	16.18890565152064	17.11817084499621	16.745383907728037	16.742499070561216	16.190561308879083	16.578095666822925	14.718941630774454	15.34715504937017	15.472110840092613	15.962270502971617	14.983412520904032	15.00168339726794	15.191060243025504	14.851968184520416	15.089070613703983	14.889149382601175	14.593584605726429	15.052437628785269	14.869057246624756	14.794135139032006	14.629741275480573	14.609261541659402	14.544661357073092	14.588880495481593	14.539132386495194	14.527090945959621	14.472241805593235	14.554073625480482	14.59607453277352	14.514291346609172
Cyanoamino acid metabolism	16.470854296516187	0.0	0.0	20.945393286868597	0.0	20.142656612673964	20.979875666054816	0.0	19.215049693563184	0.0	0.0	20.905801721806686	19.51611089074313	20.254054592862136	0.0	0.0	0.0	19.529951135294453	16.475551441044246	15.985235576929092	19.537275014478496	0.0	19.897090766834705	19.308384826274303	18.37256643696169	19.6673372992309	19.30306881658632	20.40242708285493	19.992832926786708	17.97584472112589	19.142402852515772	17.71227724972881	17.25985289071266	16.97812779352452	16.08269495335735	15.593628345702648	17.549149144943776	16.865593063971335	16.813178029037392	16.460496207072154	15.646324984170997	15.53202691070338	15.181547260876679	16.86303491299982	15.543813515752365	15.689222285518651	15.569629217205335	14.261449488320892	15.459216519325729	15.26507792222157	15.243204632561834	15.462999441616036	15.438181682969985	15.334611032099295	15.134650213876897	15.049714325723828	15.093208719129848	15.113586473087445	15.124702244492461	15.181292628735767	15.134322589321634	15.089063039330462	15.312032313413447	14.981387358685037
Cysteine and methionine metabolism	18.1635737273871	19.651046033709136	22.91930353428589	23.601584918479084	20.011123941315034	20.117638727281065	18.519822307712584	0.0	20.197701902247378	22.347509706625072	0.0	0.0	19.320087674912095	21.91718022299657	0.0	0.0	21.159313428212222	17.92899415745807	17.17627601630826	17.590978450280474	0.0	19.292365833635653	18.73870886244719	18.791618379726863	18.979240499106314	17.770871025429475	18.881618028481178	19.222250098470187	19.158870762255198	17.952119040569713	19.06542519556586	17.40991136754335	17.015079686112546	17.351110764232107	16.528510275275067	17.629747132959952	16.875631700255305	17.24479558161056	16.599589950869575	16.49136137230215	14.985430936926496	15.237856365370618	15.89286559502422	16.15814700310666	14.925650241683792	15.24524034984529	15.116823429828175	14.974347555481108	15.311811214692545	15.169058938829638	14.85323515756799	15.206225059194884	15.069675550832743	15.030398745606083	14.885810476721842	14.870367460409465	14.834049760534324	14.865911880171105	14.809343357420058	14.855122999814522	14.817146751602014	14.824739922933633	14.890863998058482	14.764887010906746
D-Alanine metabolism	19.21069991357537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.76208201944054	0.0	0.0	0.0	0.0	20.686875788499183	17.89350629750975	18.02818098914138	0.0	0.0	0.0	18.824736636322733	19.830993350981736	20.153151172075194	0.0	18.94568679318717	19.648385261533978	18.143649277759273	18.059019991986922	18.66430554441485	17.31317048542587	17.855596061431232	16.687962565451134	17.818362341148717	18.19569809042419	17.72394044278987	16.679001919942127	17.529288333989903	15.40750387981816	15.991493991062567	16.19236938594967	16.487600569593948	15.622805622944771	15.904099020864917	15.839886953485415	15.443872962452454	15.802680576755494	15.47351670823268	15.331462672147367	15.597465698134837	15.370114595738595	15.561910471635873	15.248537932221684	15.304371732729932	15.171980616784921	15.281156394218463	15.187904989124013	15.117321916425986	15.079713824466184	15.274604960418031	15.20580754048846	15.458388304598294
D-Glutamine and D-glutamate metabolism	18.730369711966944	20.99109774394594	0.0	0.0	0.0	0.0	21.692273635938832	0.0	20.3069623374706	0.0	19.5138541509724	0.0	18.727627179084198	0.0	0.0	0.0	20.58713679873545	19.42309428482927	18.071354283872864	18.46496449029144	23.040024124839853	0.0	0.0	19.381340989865404	19.058302024764302	18.751615895001724	20.720443553373368	0.0	18.577346154499633	18.79473793284332	17.636520459475374	18.170665816933347	17.501489852054366	18.154128119251663	16.616053747719537	18.195645788234735	17.467668215117502	17.105579169568152	16.493779474042224	16.95768425304934	15.173460162031395	15.882083420651385	16.036165530893854	16.5843410297384	15.448151071698577	15.584832822291954	15.591987000777994	15.431340091476487	15.60965570309526	15.369069779163016	14.954718038703618	15.53819011424478	15.442119105044451	15.160958100791099	15.053967941351157	14.912006766488032	15.007111834791212	15.07201081776817	14.906740767049413	14.970830977266719	14.887879789883424	14.934201072503381	14.998330096125917	14.916351167738863
DNA replication	18.32692793911658	19.15452700026607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.510469822980113	17.231348527296007	17.840984028936276	0.0	0.0	0.0	0.0	0.0	0.0	18.271882901578298	0.0	0.0	18.83969588056045	18.199883309878633	0.0	17.528737514207204	19.050317515586	16.227603550233546	17.031639222169815	17.608697869936307	18.57534387329318	16.617960969556336	16.54850050258294	15.21276730065093	15.242234216813653	15.600791652158492	16.16620397919268	15.297588841837534	15.325786226472115	15.483921102211545	15.169600334818762	15.342255249229398	15.64601632567941	15.153216930054286	15.768405526105118	15.583344531996875	15.36152985221583	15.246169203673745	15.275565105051479	15.03357557336867	15.150041029583921	15.149467610997831	15.157254338778772	15.070253222076841	15.094096527022018	15.201716876593665	14.860671519603466
Dioxin degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.419106072211108	0.0	0.0	0.0	18.04850578079808	0.0	0.0	0.0	0.0	18.56843350563732	20.1897989022472	17.77176633231765	18.028908698311465	18.5319577328828	0.0	17.895406369691862	18.1206702427998	14.380036625407406	17.2650154918137	16.479040473672498	17.31940394352259	15.940197723541258	15.436565459232135	16.622757480523656	16.763576402777762	15.426718417067855	14.206854603285896	14.478484516179483	15.508897431443966	14.581709106127485	14.378926833942861	14.266183405069205	14.177611449119999	14.324838833835987	14.475500993376631	14.450608085579512	14.460256419640071	14.262128161286853	14.391288413958694	14.054712904800882	14.631603275284956
Drug metabolism - other enzymes	17.63936791550734	18.30225327855676	21.227780687910737	0.0	20.161262599599272	22.45645314689373	18.479012476914107	0.0	20.006266014895864	0.0	0.0	22.4874219137219	19.922341205934277	0.0	0.0	0.0	0.0	19.158599536516103	17.213350139282696	17.215037370544124	0.0	20.2927613368414	19.16021486287265	19.524007000548973	19.546427817179435	19.08784510489691	18.72546478020888	19.830534406627994	19.758858198091477	16.604152922029566	20.0083576060974	18.78173016406419	17.15481523774273	17.863618940979567	16.484078835079067	17.504473639093103	17.01751238464455	17.116433919265273	16.983585618905146	17.157952766191023	15.301905464919708	15.58277963690986	15.931842159467458	16.025428588650342	15.229223645627235	15.64307660836299	15.213075797830385	14.830931912381207	15.460626250227264	15.292221122855654	15.039590146711605	15.426312550028	15.337751597964733	15.205802715723793	15.07481747882741	14.88110433741836	14.856599983920656	14.869791268981151	14.871120298455871	14.834483970416553	14.83996910413839	14.86807467447686	14.814702816079103	14.814026932111219
Ethylbenzene degradation	19.624156329717813	19.896180476458728	0.0	0.0	0.0	0.0	20.84776955882826	0.0	20.113226171563372	0.0	0.0	0.0	19.254220242296963	0.0	0.0	0.0	19.590160479786192	19.79479125541652	18.8995873035415	19.440537495951013	0.0	0.0	0.0	19.717804961958326	0.0	20.181527186321848	20.087008075713985	20.131204779323557	21.202527344619067	19.479845537666698	20.868480458026998	18.962325375080503	17.992203193112008	18.45766291434557	17.320413533198057	18.936044786383736	17.893350495033	18.294857561506088	17.396995186177342	18.216401085040044	16.136726089463668	16.58015269263895	17.667855585234797	17.503287800102676	15.86662073993302	16.463458144629946	16.738585108290252	15.89831137897356	15.818998681966526	15.462965203838625	14.737418620018989	15.97338608753922	15.713383285851144	15.38233371942815	15.031361463373164	14.859470540572655	14.652809228750904	14.74514040751054	14.742855323857944	14.718090660295065	14.695058468361596	14.58800638689095	15.051969402603975	14.677404455978952
Fanconi anemia pathway	16.637080776150686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.854281145081263	15.707083094230025	15.71946774101431	0.0	0.0	16.20760847610065	0.0	0.0	0.0	0.0	0.0	0.0	16.217147418101924	0.0	17.082544176305422	16.0096104456373	0.0	17.6456930257641	16.218159369540786	16.328826616261946	16.075588932828246	0.0	0.0	15.431880818348766	15.368953142389062	14.780236161374846	15.347690848635713	15.594400277771236	17.122626258903278	14.477556601267189	14.721119363284139	16.10735097651458	16.33548635057955	16.147628692391862	16.396374258609036	15.735170468071441	18.085627009529844	15.780068899972756	15.603293652319067	15.631081430033664	15.637920529561173	15.91933396001878	15.844284075605275	15.55223704604678	16.195848986125164	15.425016228894998	15.679605719809384
Fatty acid biosynthesis	18.50939966935125	19.81612856822791	23.199669875440968	23.939217996783285	20.851207799445426	20.526287315014912	20.533400555080846	0.0	20.796220072864955	21.928178073862455	0.0	21.416874944826525	19.115863542135415	0.0	0.0	24.238286286977925	22.337617661777145	18.94344305783005	17.670047089002544	17.847731891419336	21.110455471058515	20.581927431486612	19.046786952037053	18.87014310728785	20.213609831338616	19.074483191110215	19.592149642493997	20.063805746185682	16.82027723587801	18.2227201109196	17.596753135082455	18.88174648764804	17.035179223517275	17.198622634062808	16.673857455374456	16.97629585889487	17.179621507357535	17.3455364648885	16.31500735970313	17.17260543883556	14.838989109920858	15.51314985427662	16.063936809497186	16.389211164760066	15.285782939299267	15.428299314745514	15.580710243754009	15.26699625792465	15.396991979078388	15.086117076416938	14.86739143266157	15.39852378019316	15.124279187367298	15.039797951311499	14.848342488729577	14.698516962923705	14.824057631264445	14.905063660909356	14.784434005148514	14.785274745901354	14.743029524716615	14.836037670844984	14.96007873346655	14.765900326157814
Fatty acid degradation	17.69995895066032	18.387086274365018	23.478112993050548	20.967800167046608	22.96599553826764	0.0	19.468930390818436	0.0	18.661067063914402	22.3634961451203	0.0	0.0	19.655959134682192	0.0	0.0	24.67360435823577	19.265229715884825	18.076558964548024	16.517002064808338	16.82859075451263	0.0	21.291635855089286	18.253130961782496	18.976683976261693	18.44261394745591	18.962541396086202	19.161646410732125	20.63052314987823	18.560491099328466	16.443190714185505	17.45697137495018	18.42843447862296	16.847552653712906	17.51584333720849	16.68567968021493	17.21981846913637	17.04503449577564	17.010015787899796	16.976007512701276	16.858453408626765	15.391948195778728	15.775354673907108	15.970448671018481	16.419364779762017	15.154614912232576	15.65782381850674	15.331438146992832	15.130312665757632	15.638684717921182	15.440516316323626	15.12809135779775	15.622273142190952	15.442529912353493	15.358566679224122	15.1761462289122	15.038629539987731	14.95811526356469	15.064835832321837	14.992532514646472	14.981551953753097	14.879655254040555	15.03489985723134	15.040762218290848	14.994751723270847
Fatty acid metabolism	17.375714653690224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.89454158076536	0.0	0.0	0.0	0.0	18.29754611397536	16.351104735958298	17.463458108034796	0.0	18.58189406945833	0.0	0.0	0.0	0.0	0.0	0.0	18.924866824157363	17.227689351437036	17.102437492163578	17.4946162140494	17.1575247514085	16.94217551995878	16.25658415831149	16.970862298374545	16.506316378939157	17.342210131125054	15.537986806334953	16.582234361862337	14.199917662345827	15.103164496742602	15.349938907064038	15.506281622907105	14.691463486602593	14.678838871152683	15.066997686392446	14.455164811383392	14.709676608454618	14.472188089243547	14.297831686474915	14.827222275656101	14.529599568552634	14.480204475798011	14.278103163587142	14.252594427093621	14.155738285690452	14.135653085983652	14.164934880261026	14.178318403028227	14.152219471819176	14.071974040667284	14.256223592051485	14.15305973987791
Fluorobenzoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	20.2698756584793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.333315061809273	0.0	0.0	0.0	0.0	19.64822430700804	0.0	0.0	0.0	0.0	20.502180755457502	0.0	19.09058114508714	0.0	16.953429138639365	17.822939381546682	18.706607387385457	17.08359136780733	0.0	17.05844473471425	17.99973335698906	17.515949975490127	18.623170434045296	15.644710014314246	15.784203304212609	15.522252398133324	15.756525980506352	15.807822424245188	15.978378089372786	15.21747883937173	15.231121142410773	16.064054777823692	16.090442064680346	15.70936245504072	15.757279042376197	15.950924950053455	15.936727972286407	15.721174573469005	15.694083000639322	15.72246617608346	15.662711759182201	15.696819336624763	15.673982150407866	15.54215114663547	15.673135866299242	15.91827892672283	15.567581475581711
Folate biosynthesis	18.257792922163205	19.913001169576674	0.0	21.63664836426858	0.0	21.627431909053524	19.296173632450742	0.0	18.64946637904427	0.0	0.0	0.0	18.47867174067777	0.0	0.0	0.0	20.897425295621407	19.067324951502233	17.266329795953617	17.686284942612208	0.0	22.15056326923615	19.334657513922775	19.63653407519435	20.194324950754506	19.40583393217607	18.04558786388363	19.780799670963802	19.663674179961724	18.544948857936788	18.12126618681517	19.07742179266621	17.000468323037374	17.712465064085848	16.698449912230803	17.67211087311293	17.000175644401498	16.825526800811062	16.522412361675077	17.131153560552345	15.196902064074298	15.563344555746209	15.994985493379087	16.453485513458922	15.250265863458884	15.438688367112015	15.527654443399515	15.172750562402411	15.53011380350297	15.2192116335607	15.091999352233286	15.415182696996155	15.271416160984892	15.254637123733804	15.084548477412918	15.043329346599181	15.078084535366497	15.092430619448143	14.981644965050862	14.990521989833553	14.981465591790782	15.05653064178116	15.054397118241257	14.961837241897985
Fructose and mannose metabolism	18.145001179987933	19.668282077754228	21.644726230092516	0.0	22.505253247577496	0.0	19.51435524155392	0.0	21.527883069733935	0.0	0.0	0.0	22.80426592635773	22.283717271950152	21.355029707490857	0.0	19.801846024812427	18.79225358820131	16.94888069899787	17.385451790161568	0.0	21.35714799634996	0.0	19.14706626116283	19.46957051403984	19.644225773813133	19.618636345347007	18.930423203483144	18.798096431744543	17.482067509299455	18.303142692906935	18.272987050791286	17.55033271009488	17.823561625921826	16.708836398905035	16.787970454281542	17.5028055700732	17.2507428366295	17.073348250178114	16.87078878425062	15.37394363438255	15.558726491718609	16.185643026368474	16.289009544737052	14.856993769660095	15.62504698359965	14.99934256201521	15.224014830182892	15.65248668697638	15.470551527368794	14.936692585103426	15.681711364098435	15.487223710429754	15.204829546389375	14.947483982162392	14.83744771073216	14.97489612973722	15.064859854418524	14.952347628328923	15.026716357398943	14.853881807436006	15.025859668544092	15.113079387722697	14.910457303568153
GABAergic synapse	20.230408483325792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.527199703867684	19.956250528992424	0.0	0.0	19.062257445551385	18.081423498707604	0.0	19.491421921148955	17.882720460764354	19.74171105436889	0.0	0.0	19.175877981993995	17.454645061023122	17.60552644955716	18.76051707679155	17.099845883283745	17.97540201636614	17.567572222092846	17.51840132962659	17.212705789393294	17.820969983181204	15.735984855414408	15.947024303499422	16.688950333656546	16.50567574558964	15.382492377176089	16.471815363790256	16.09095935342212	15.958516854024397	16.27494597718539	15.591606708270147	15.395640813669916	15.76076984946598	15.678812786421318	15.695511196424151	15.436298387789973	15.32400304948216	15.31191436702638	15.652600311311822	15.271001306735274	15.216881874763095	15.132545655084012	15.363864059730382	15.379420223661095	15.685099608724414
Galactose metabolism	17.957489381731204	21.08440602789822	22.492485929139562	0.0	0.0	22.205678073375346	20.598166183279	0.0	20.082960822629616	0.0	22.88155381114199	0.0	22.01254209021784	21.093712211221618	0.0	19.858608772554433	20.593326797982133	18.357742397846366	16.563722390467706	17.55705810333055	0.0	19.685980045861626	19.683257662868762	21.0414895478462	20.098887472207796	17.854191782737498	19.29126574274205	19.86379520317075	19.48328575548935	17.909315173896843	19.358985918589102	18.54767551604586	17.51461335176045	18.220724351631034	16.483012869049656	17.298635381988014	17.396958569980562	17.4081351183872	16.929047552929475	16.835515870915064	15.251558484790634	15.637568797543892	16.102490462863624	16.3109913350562	15.420568568616842	15.58092915388842	15.454480089733906	15.09674893181161	15.570609087997271	15.460398088886596	15.197705205969504	15.571059029750344	15.472009261576964	15.378728992052105	15.170932786325341	15.10819508251435	15.117535495954105	15.14881257798819	15.035509635952605	15.061255829837341	15.071476173190957	15.183123226008808	15.13122706631354	15.150685943713148
Geraniol degradation	18.278374593463983	20.30164558456689	23.29791258163715	0.0	0.0	0.0	21.25323466693643	0.0	20.51869127967154	0.0	0.0	0.0	18.9198387250288	0.0	0.0	0.0	19.494415706860664	20.200256363524684	18.12260520101199	19.39988168508821	0.0	0.0	0.0	18.83066725222759	20.15261694397456	18.680905515354397	19.21442055293288	20.237921544560983	21.60799245272723	18.2546012235015	21.27394556613516	18.41682835781972	17.43521545279497	17.910114126579238	16.689858325010153	18.092261384043464	17.364174742296246	17.80693982412165	17.31305465534446	17.98996331699179	15.808781998781535	16.09959419438674	16.727835876309715	16.754245558884648	15.928749701672618	16.04633620142265	15.899183556897688	15.529369758445915	15.707490000009539	15.448507831863397	14.99995973481693	15.57197063812828	15.512637246515396	15.069843814987806	14.779696952533575	14.678257042783269	14.67318579428576	14.90471727971676	14.678570461205124	14.814540120494446	14.470877187053762	14.805504700294518	14.983644173818073	14.833011936873122
Glutathione metabolism	18.43773731168358	19.71561022184867	21.8078754334902	0.0	21.957243085089303	21.270564424409834	18.68140368181365	21.716250996125407	23.245221015347244	21.46504507611317	21.867907275802036	22.374176050711178	19.100891976680746	21.60230313036776	0.0	0.0	20.134054313811443	18.545516156741215	17.582364956186574	17.786328329594387	20.12945044869698	20.623762156672832	19.35466491491288	19.32918814680316	19.059331525071944	19.295994191959412	18.618467004319793	20.051795900260128	18.57103776676814	17.978980850460427	18.44531385340055	18.21946762155665	16.983692866853264	17.093678062762173	16.3392604146337	17.487901058946182	17.131543103458416	17.207391579464964	16.39749033502593	16.763397629108205	14.882828941721206	15.247393666305065	15.661246919689862	15.920986587172388	14.817624602455968	15.239951940078837	15.075117520216574	15.047456041251746	15.182575209433224	14.822539772941607	14.678621730165831	15.137808066626913	14.846998226141109	14.851835110234516	14.711386673768999	14.642990955467196	14.667562887214068	14.672097065558978	14.606115184329777	14.621943144379202	14.622250717254717	14.692770796971159	14.57858991271534	14.64969280772828
Glycerolipid metabolism	18.561493181046764	19.723937850200556	23.480802231571868	0.0	0.0	21.223245975416887	18.345387535174854	0.0	0.0	0.0	0.0	0.0	20.6010258750909	21.39546301424629	0.0	0.0	20.447537213895618	18.480362409640097	17.961118823308933	18.073991675506004	21.35421448446183	0.0	21.113859543698943	19.766094228573117	19.687108544103754	19.782436345960797	17.896878542359094	20.893975222336376	21.0377385951859	18.254487119855966	20.232266395159765	17.626460738865593	17.348818804799873	18.13540635138477	17.03484235659665	17.627175476914044	18.089709219457426	17.771633886275648	17.23506287592377	17.64684007191803	15.409304140564995	15.908584434749766	16.458127204213	16.701938071670273	15.391847178528167	15.948177489459308	15.507727246060984	15.68652067550098	15.833902369525394	15.477338359493029	15.265777781971094	15.558094076967883	15.4648038640571	15.467222505456657	15.24897432339033	15.210551489404693	15.166021070275578	15.3475605156687	15.206067033207008	15.098909678532568	15.10924417724585	15.338624691910976	15.216942570892526	15.436400238378353
Glycerophospholipid metabolism	17.57229192263705	18.48689355954689	0.0	22.15928791187201	0.0	21.315140388865167	17.707297356582753	0.0	20.1429833517344	0.0	0.0	0.0	20.376357242804904	0.0	0.0	0.0	19.25792521990321	19.10857798124631	16.82806522167475	17.311546704042886	0.0	20.959400548233422	21.27637847319672	19.484744214646977	19.38605331408625	18.027555866496698	19.58279925012053	20.815158917676605	19.89157300183677	18.38187400817609	18.491101480919315	17.221854812216687	17.65677867651691	18.19715599899666	16.627906754292926	17.49803766882746	17.197307248119863	16.605591271336067	17.373613540243475	16.73522196581044	15.722577037103582	15.269350423974373	16.07710218023076	16.21803266290857	15.068201050889659	15.896331724871427	15.128039513212492	15.289598835647292	15.924986967013332	15.84352906671713	15.319537338831788	15.85282557725091	15.723622059788491	15.708649226794321	15.371128105991007	15.31883423535574	15.293298180033345	15.441802439327049	15.311696897654128	15.342346964345444	15.257002836661972	15.336079311947689	15.43720352545773	15.306914541649386
Glycine, serine and threonine metabolism	17.99324411321131	19.183217328874857	23.583073900497613	23.337408581730575	20.458304243873087	20.47410028418735	19.758763758601123	22.804674043207015	0.0	21.924501273258254	0.0	22.246888068672483	19.24127686711572	22.895582860940493	0.0	0.0	19.499012341558913	18.134790572112937	17.16408246910956	17.20834687362534	21.039459137297545	20.162810539826335	19.102172176950912	18.71352355188073	19.418927994120402	18.3912742040959	19.001236843690627	19.511110136770046	19.445314380577376	17.870087873100633	19.00396588389209	17.279879119494087	17.059897015736293	17.742322778438684	16.564491395880793	17.46086736292041	16.906179387924237	16.986235141010344	16.65562203565239	16.54847490492746	15.056777953161337	15.341019799379376	15.921467959857589	16.263833615695123	15.063285402654095	15.28080084920277	15.228145903835724	15.05513614033568	15.340823453753863	15.19918724987854	14.929681512040348	15.288302070144027	15.167319950287679	15.109347546731039	14.915518431166886	14.85892267461845	14.906623014915102	14.90877459507041	14.85203095665261	14.852244520450284	14.8004389092562	14.893264257161292	14.918709395011422	14.831831528372627
Glycolysis / Gluconeogenesis	18.42985597863225	19.287257980711768	21.52971953836931	23.06173718671263	22.208365337054836	21.32044744028693	18.541464039973278	21.411684756354138	22.2839806855368	22.30513068073196	23.468067915716507	0.0	19.278551448889733	21.60609221124984	21.324258048824102	24.934595028546937	19.96232067814019	18.9196213672922	17.721679213913127	17.753207472819625	20.452703267089287	20.476740404768908	19.115350667063975	18.4722774462957	18.89318257387077	18.828035049691014	18.966714945974957	19.402041940761965	18.774265268111822	18.168746759965728	18.44475308968977	18.284451314862935	16.94103255897204	17.545703653773394	16.581205991985062	17.43381081226039	17.1245607707424	17.19065103016974	16.77725432745221	16.88576772786057	15.122236401254519	15.501443527923037	15.88690328321003	16.182162304429195	15.113324405927672	15.381486026894503	15.295707030637848	15.147033273263885	15.41721395851222	15.19207666366564	14.952961548036605	15.355353929520863	15.206111949822713	15.172257704517156	14.963220080549352	14.930298238572275	14.847954717589523	14.907965456692049	14.850621086993948	14.839443513746614	14.845257254538762	14.918928705356462	14.886899494363634	14.898964143885676
Glycosphingolipid biosynthesis - globo series	20.263146049513345	20.029781015946963	23.079152025879715	0.0	0.0	0.0	0.0	0.0	20.635098073062952	0.0	0.0	0.0	20.635377009421397	19.66086195885818	0.0	0.0	0.0	0.0	19.176605733306946	19.410194940630216	0.0	0.0	0.0	20.3421785662133	20.837079306763503	18.577874815517124	18.99744447036476	19.197738389864682	19.303137539797792	19.010450734068527	0.0	0.0	19.448826133149797	18.156593812574616	16.679986129813802	18.290696789437998	17.70605304035884	17.72505986715243	17.436426001771373	17.379728209907768	15.39901047871062	16.03584017794722	16.083344531488574	16.782111747878332	15.713736610194905	15.828588037568954	15.846648283935215	15.615528161714755	15.825611271886217	15.588711543494428	15.567443009575246	15.803751935353995	15.345636017651255	15.325295567880975	15.227540983959361	15.2735865936182	15.277917088194274	15.233796481430986	15.088479796594662	15.033427824351516	15.122627833518594	15.465798967396472	14.893281557183633	15.232537577818853
Glyoxylate and dicarboxylate metabolism	18.86995537480402	20.5314008473351	22.785773303022637	21.17416916316956	20.94994328069759	20.816537078893965	19.99938990917815	21.721858697622046	23.369068075283867	0.0	0.0	22.381708241616263	19.45983921888129	21.618432667543022	25.17388104542953	21.791762933829894	20.92189750333528	18.50052878047376	18.157679099636727	18.240765297358536	0.0	21.067700844147772	19.893497818884587	18.596681789215623	19.822546374739918	18.882721719231498	18.648691261580616	19.48489116562473	20.082806122577562	18.197166863264783	18.09225007060183	18.0665439708948	16.942661855677528	17.59313314503145	16.291324130764682	17.322790329296915	16.814564111097084	17.236091543466994	16.1614134692043	16.963007789731563	15.093047305989591	15.668371533361645	15.793351067870342	16.26803525698485	15.28827554515806	15.380007304628691	15.634814123471752	15.251655118173035	15.332708337616188	15.010319890546455	14.75845855644091	15.201211846757445	15.139860862643568	15.016489988195781	14.79562023594356	14.720657856444555	14.761962972527998	14.84899206622648	14.772689059515649	14.774419344398183	14.668882703916466	14.789202489337159	14.903343990863716	14.74665339294976
